,title,description,link,published
120,Прокуратура начала проверку после крушения танкеров в Керченском проливе,,https://lenta.ru/news/2024/12/15/prokuratura-nachala-proverku-proverku-posle-krusheniya-tankerov-v-kerchenskom-prolive/,"Sun, 15 Dec 2024 14:19:00 +0300"
121,Стало известно об использовании главой Hardcore Сульянова военных России для пиара,,https://lenta.ru/news/2024/12/15/stalo-izvestno-ob-ispolzovanii-glavoy-hardcore-sulyanova-voennyh-rossii-dlya-piara/,"Sun, 15 Dec 2024 14:12:00 +0300"
122,Зеленский отказался разговаривать с Орбаном,,https://lenta.ru/news/2024/12/15/zelenskiy-orban/,"Sun, 15 Dec 2024 14:10:00 +0300"
123,Спасатели не смогли найти четырех находившихся в трюме тонущего судна моряков возле Керчи,,https://lenta.ru/news/2024/12/15/spasateli-ne-smogli-nayti-chetyreh-nahodivshihsya-v-tryume-tonuschego-sudna-moryakov-vozle-kerchi/,"Sun, 15 Dec 2024 14:03:00 +0300"
124,Россиянка побывала в Италии и раскрыла секреты стиля местных мужчин,,https://lenta.ru/news/2024/12/15/rossiyanka-pobyvala-v-italii-i-raskryla-sekrety-stilya-mestnyh-muzhchin/,"Sun, 15 Dec 2024 14:01:10 +0300"
125,В Керченском проливе из-за крушения двух танкеров произошел разлив нефтепродуктов,,https://lenta.ru/news/2024/12/15/v-kerchenskom-prolive-iz-za-krusheniya-dvuh-tankerov-proizoshel-razliv-nefteproduktov/,"Sun, 15 Dec 2024 14:01:00 +0300"
126,11-летняя россиянка получила ожоги на кулинарном мастер-классе,,https://lenta.ru/news/2024/12/15/11-letnyaya-rossiyanka-poluchila-ozhogi-na-kulinarnom-master-klasse/,"Sun, 15 Dec 2024 13:54:47 +0300"
127,Кадыров заявил об уничтожении бойцов ВСУ в ответ на атаку беспилотниками Грозного,,https://lenta.ru/news/2024/12/15/kadyrov-zayavil-ob-unichtozhenii-boytsov-vsu-v-otvet-na-ataku-bespilotnikami-groznogo/,"Sun, 15 Dec 2024 13:49:00 +0300"
128,Последствия переворачивавшего машины шторма в Сан-Франциско попали на видео,,https://lenta.ru/news/2024/12/15/posledstviya-perevorachivavshego-mashiny-shtorma-v-san-frantsisko-popali-na-video/,"Sun, 15 Dec 2024 13:49:00 +0300"
129,Появились подробности о терпящих бедствие в Керченском проливе танкерах,,https://lenta.ru/news/2024/12/15/poyavilis-podrobnosti-o-terpyaschih-bedstvie-v-kerchenskom-prolive-tankerah/,"Sun, 15 Dec 2024 13:47:00 +0300"
130,Раскрыта единственная возможность выжить у окруженной в Курахово группировке ВСУ,,https://lenta.ru/news/2024/12/15/raskryta-edinstvennaya-vozmozhnost-vyzhit-u-okruzhennoy-v-kurahovo-gruppirovke-vsu/,"Sun, 15 Dec 2024 13:46:43 +0300"
131,В Керченском проливе терпят бедствие два танкера. Их напополам разрубили волны. Что стало с экипажем?,,https://lenta.ru/news/2024/12/15/v-kerchenskom-prolive-terpyat-bedstvie-dva-tankera-ih-napopolam-razrubili-volny-chto-stalo-s-ekipazhem/,"Sun, 15 Dec 2024 13:45:00 +0300"
132,В Белоруссии раскритиковали судейство в матче Кубка Первого канала с Россией,,https://lenta.ru/news/2024/12/15/v-belorussii-raskritikovali-sudeystvo-v-matche-kubka-pervogo-kanala-s-rossiey/,"Sun, 15 Dec 2024 13:42:00 +0300"
133,Сербии предрекли проблемы из-за санкций США против контролируемой «Газпромом» компании,,https://lenta.ru/news/2024/12/15/serbii-predrekli-problemy-iz-za-sanktsiy-ssha-protiv-kontroliruemoy-gazpromom-kompanii/,"Sun, 15 Dec 2024 13:34:00 +0300"
134,Кадыров сообщил об атаках беспилотников в Чечне,,https://lenta.ru/news/2024/12/15/kadyrov-soobschil-ob-atakah-bespilotnikov-v-chechne/,"Sun, 15 Dec 2024 13:30:00 +0300"
135,Президент Южной Кореи проигнорировал повестку прокуратуры и не пришел на допрос,,https://lenta.ru/news/2024/12/15/prezident--i--ignor/,"Sun, 15 Dec 2024 13:28:00 +0300"
136,Восемь человек спасли с терпящих бедствие танкеров возле Керчи,,https://lenta.ru/news/2024/12/15/vosem-chelovek-spasli-s-terpyaschih-bedstvie-tankerov-vozle-kerchi/,"Sun, 15 Dec 2024 13:25:00 +0300"
137,В Турции усомнились в выводе российских войск из Сирии,,https://lenta.ru/news/2024/12/15/v-turtsii-usomnilis-v-vyvode-rossiyskih-voysk-iz-sirii/,"Sun, 15 Dec 2024 13:24:00 +0300"
138,Тонущий в Керченском проливе после удара волны танкер показали на видео,,https://lenta.ru/news/2024/12/15/video-tonuschego-tankera/,"Sun, 15 Dec 2024 13:18:05 +0300"
139,Пранкеры атаковали посла Украины в США,,https://lenta.ru/news/2024/12/15/pranker/,"Sun, 15 Dec 2024 13:06:00 +0300"
140,Названа предварительная причина крушения танкера в Керченском проливе,,https://lenta.ru/news/2024/12/15/nazvana-predvaritelnaya-prichina-krusheniya-tankera-u-kerchenskogo-proliva/,"Sun, 15 Dec 2024 13:05:00 +0300"
141,Компания-судовладелец подтвердила ЧП с тонущим в Керченском проливе танкером,,https://lenta.ru/news/2024/12/15/kompaniya-sudovladelets-podtverdila-chp-s-tonuschim-v-kerchenskom-prolive-tankerom/,"Sun, 15 Dec 2024 13:00:00 +0300"
142,Вертолет МЧС вылетел на помощь экипажу тонущего возле Керчи судна,,https://lenta.ru/news/2024/12/15/vertolet-mchs-vyletel-na-pomosch-ekipazhu-tonuschego-vozle-kerchi-sudna/,"Sun, 15 Dec 2024 12:58:00 +0300"
143,Экс-депутат Европарламента назвал истинную цель существования НАТО,,https://lenta.ru/news/2024/12/15/eks-deputat-evroparlamenta-nazval-istinnuyu-tsel-suschestvovaniya-nato/,"Sun, 15 Dec 2024 12:56:00 +0300"
144,Появились подробности о терпящем бедствие танкере у берегов в Керчи,,https://lenta.ru/news/2024/12/15/poyavilis-podrobnosti-o-terpyaschem-bedstvie-tankere-u-beregov-v-kerchi/,"Sun, 15 Dec 2024 12:53:00 +0300"
145,Российские военные уничтожили четыре пусковых установки ЗРК Patriot в зоне СВО,,https://lenta.ru/news/2024/12/15/rossiyskie-voennye-unichtozhili-chetyre-puskovyh-ustanovki-zrk-patriot-v-zone-svo/,"Sun, 15 Dec 2024 12:50:12 +0300"
146,Разрубленный пополам волнами у берегов Керчи танкер попал на видео,,https://lenta.ru/news/2024/12/15/razrublennyy-popolam-volnami-u-beregov-kerchi-tanker-popal-na-video/,"Sun, 15 Dec 2024 12:46:00 +0300"
147,Стало известно о тонущем судне с топливом возле Керчи,,https://lenta.ru/news/2024/12/15/stalo-izvestno-o-tonuschem-sudne-s-toplivom-vozle-kerchi/,"Sun, 15 Dec 2024 12:40:00 +0300"
148,Бывшее руководство WorldSkills Russia обвинили в хищении более 130 миллионов рублей,,https://lenta.ru/news/2024/12/15/byvshee-rukovodstvo-worldskills-russia-obvinili-v-hischenii-bolee-130-millionov-rubley/,"Sun, 15 Dec 2024 12:36:00 +0300"
149,Командование ВСУ запретило личному составу покидать Великую Новоселку,,https://lenta.ru/news/2024/12/15/komandovanie-vsu-zapretilo-lichnomu-sostavu-pokidat-velikuyu-novoselku/,"Sun, 15 Dec 2024 12:35:00 +0300"
150,Россия сбила украинский МиГ-29,,https://lenta.ru/news/2024/12/15/rossiya-sbila-ukrainskiy-mig-29/,"Sun, 15 Dec 2024 12:32:00 +0300"
151,Названы причины отказов россиянам в шенгенских визах,,https://lenta.ru/news/2024/12/15/nazvany-prichiny-otkazov-rossiyanam-v-shengenskih-vizah/,"Sun, 15 Dec 2024 12:31:58 +0300"
152,Рассекречены документы о запуске станции на Венеру,,https://lenta.ru/news/2024/12/15/vega-anniversary/,"Sun, 15 Dec 2024 12:20:23 +0300"
153,Российские журналисты почтили память погибших в СВО коллег,,https://lenta.ru/news/2024/12/15/rossiyskie-zhurnalisty-pochtili-pamyat-pogibshih-v-svo-kolleg/,"Sun, 15 Dec 2024 12:18:00 +0300"
154,Двукратный олимпийский чемпион по плаванию назвал самые популярные виды спорта в России,,https://lenta.ru/news/2024/12/15/dvukratnyy-olimpiyskiy-chempion-po-plavaniyu-nazval-samye-populyarnye-vidy-sporta-v-rossii/,"Sun, 15 Dec 2024 12:16:01 +0300"
155,Российские военные освободили Веселый Гай в ДНР,,https://lenta.ru/news/2024/12/15/rossiyskie-voennye-osvobodili-veselyy-gay-v-dnr/,"Sun, 15 Dec 2024 12:16:00 +0300"
156,Раскрыта стоимость активов семьи Башара Асада,,https://lenta.ru/news/2024/12/15/raskryta-stoimost-aktivov-semi-bashara-asada/,"Sun, 15 Dec 2024 12:10:00 +0300"
157,Из-за смерти пациента интерната в российском городе возбудили уголовное дело,,https://lenta.ru/news/2024/12/15/iz-za-smerti-patsienta-internata-v-rossiyskom-gorode-vozbudili-ugolovnoe-delo/,"Sun, 15 Dec 2024 12:06:00 +0300"
158,Приморский геодезист выжил после нападения медведя,,https://lenta.ru/news/2024/12/15/bear-attack/,"Sun, 15 Dec 2024 12:02:22 +0300"
159,В Москве зафиксировали январские сугробы высотой до 26 сантиметров,,https://lenta.ru/news/2024/12/15/v-moskve-zafiksirovali-yanvarskie-sugroby-vysotoy-do-26-santimetrov/,"Sun, 15 Dec 2024 11:56:00 +0300"
160,Захарова раскритиковала слова посла ФРГ в России о мире на Украине,,https://lenta.ru/news/2024/12/15/zakharova-posol/,"Sun, 15 Dec 2024 11:49:00 +0300"
161,Под Москвой мужчина проломил возлюбленной голову гантелью,,https://lenta.ru/news/2024/12/15/pod-moskvoy-muzhchina-prolomil-vozlyublennoy-golovu-gantelyu/,"Sun, 15 Dec 2024 11:47:10 +0300"
162,Полковник объяснил значимость взятия Курахово,,https://lenta.ru/news/2024/12/15/polkovnik-ob-yasnil-znachimost-vzyatiya-kurahovo/,"Sun, 15 Dec 2024 11:38:00 +0300"
163,Захарова заявила о наказании для виновных в гибели российских журналистов,,https://lenta.ru/news/2024/12/15/zaharova-zayavila-o-nakazanii-dlya-vinovnyh-v-gibeli-rossiyskih-zhurnalistov/,"Sun, 15 Dec 2024 11:33:00 +0300"
164,Джонни Депп захотел открыть ювелирный магазин в Москве,,https://lenta.ru/news/2024/12/15/dzhonni-depp-zahotel-otkryt-yuvelirnyy-magazin-v-moskve/,"Sun, 15 Dec 2024 11:29:42 +0300"
165,Джонни Депп захотел открыть ювелирный магазин в Москве,,https://lenta.ru/news/2024/12/15/dzhonni-depp-zahotel-otkryt-yuvelirnyy-magazin-v-moskve/,"Sun, 15 Dec 2024 11:29:42 +0300"
166,В США рассказали о кризисе китайской экономики,,https://lenta.ru/news/2024/12/15/china-economy/,"Sun, 15 Dec 2024 11:26:34 +0300"
167,Уволенный министр экономики ФРГ назвал причину распада «Светофора»,,https://lenta.ru/news/2024/12/15/uvolennyy-ministr-ekonomiki-frg-nazval-prichinu-raspada-svetofora/,"Sun, 15 Dec 2024 11:24:56 +0300"
168,Мигрант изнасиловал 15-летнюю дочь сожительницы-россиянки,,https://lenta.ru/news/2024/12/15/migrant-iznasiloval-15-letnyuyu-doch-sozhitelnitsy-rossiyanki/,"Sun, 15 Dec 2024 11:17:45 +0300"
169,Момент взрыва автомобиля бывшего начальника колонии в ДНР попал на видео,,https://lenta.ru/news/2024/12/15/moment-vzryva-avtomobilya-byvshego-nachalnika-kolonii-v-dnr-popal-na-video/,"Sun, 15 Dec 2024 11:07:14 +0300"
170,Стало известно состояние попавшей в реанимацию четырехкратной олимпийской чемпионки,,https://lenta.ru/news/2024/12/15/stalo-izvestno-sostoyanie-popavshey-v-reanimatsiyu-chetyrehkratnoy-olimpiyskoy-chempionki/,"Sun, 15 Dec 2024 11:03:33 +0300"
171,Глава Туапсинского района рассказал об отбитой атаке дронов,,https://lenta.ru/news/2024/12/15/glava-tuapsinskogo-rayona-rasskazal-ob-otbitoy-atake-dronov/,"Sun, 15 Dec 2024 11:01:00 +0300"
172,На юге Украины повредили объект инфраструктуры,,https://lenta.ru/news/2024/12/15/nikolaev/,"Sun, 15 Dec 2024 10:58:00 +0300"
173,Симоньян оценила риск потери Абхазии как союзника России. Она сравнила такой сценарий событий с самоубийством,,https://lenta.ru/news/2024/12/15/simonyan-otsenila-risk-poteri-abhazii-kak-soyuznika-rossii-ona-sravnila-takoy-stsenariy-sobytiy-s-samoubiystvom/,"Sun, 15 Dec 2024 10:56:46 +0300"
